customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
9982,241,6,11202,2,3,2,232,Needing Attention
17547,350,6,12568,2,3,2,232,Needing Attention
26162,198,6,10603,2,3,2,232,Needing Attention
13312,364,6,12875,2,3,2,232,Needing Attention
29132,217,6,10739,2,3,2,232,Needing Attention
39522,273,6,9271,2,3,2,232,Needing Attention
40077,266,6,12108,2,3,2,232,Needing Attention
8529,278,6,11724,2,3,2,232,Needing Attention
32023,246,6,12730,2,3,2,232,Needing Attention
45988,199,6,11819,2,3,2,232,Needing Attention
2469,233,6,11664,2,3,2,232,Needing Attention
14758,371,6,10870,2,3,2,232,Needing Attention
20312,214,6,9993,2,3,2,232,Needing Attention
21990,306,6,10090,2,3,2,232,Needing Attention
33045,363,6,12437,2,3,2,232,Needing Attention
48826,294,6,12377,2,3,2,232,Needing Attention
1598,311,6,16508,2,3,3,233,Needing Attention
7167,199,6,17447,2,3,3,233,Needing Attention
10747,237,6,16737,2,3,3,233,Needing Attention
12496,330,6,16111,2,3,3,233,Needing Attention
12980,268,6,16551,2,3,3,233,Needing Attention
16804,309,6,17402,2,3,3,233,Needing Attention
17667,215,6,16724,2,3,3,233,Needing Attention
19506,337,6,15955,2,3,3,233,Needing Attention
20380,359,6,17294,2,3,3,233,Needing Attention
29330,189,6,13221,2,3,3,233,Needing Attention
31156,192,6,13382,2,3,3,233,Needing Attention
36421,319,6,16317,2,3,3,233,Needing Attention
40034,219,6,17414,2,3,3,233,Needing Attention
4553,208,6,17693,2,3,3,233,Needing Attention
6898,303,6,15000,2,3,3,233,Needing Attention
7342,340,6,15084,2,3,3,233,Needing Attention
8646,327,6,13461,2,3,3,233,Needing Attention
18272,237,6,13607,2,3,3,233,Needing Attention
21555,335,6,15753,2,3,3,233,Needing Attention
24665,283,6,14264,2,3,3,233,Needing Attention
25688,335,6,15508,2,3,3,233,Needing Attention
31808,353,6,14955,2,3,3,233,Needing Attention
33897,258,6,16284,2,3,3,233,Needing Attention
45533,247,6,16810,2,3,3,233,Needing Attention
48521,352,6,13202,2,3,3,233,Needing Attention
1424,320,6,14798,2,3,3,233,Needing Attention
2115,324,6,16568,2,3,3,233,Needing Attention
2444,369,6,17537,2,3,3,233,Needing Attention
3502,303,6,14560,2,3,3,233,Needing Attention
3758,232,6,16935,2,3,3,233,Needing Attention
5110,353,6,16159,2,3,3,233,Needing Attention
6869,244,6,16046,2,3,3,233,Needing Attention
9353,217,6,15270,2,3,3,233,Needing Attention
15665,272,6,16525,2,3,3,233,Needing Attention
16356,262,6,15774,2,3,3,233,Needing Attention
17240,325,6,16526,2,3,3,233,Needing Attention
17478,239,6,15212,2,3,3,233,Needing Attention
24150,254,6,14481,2,3,3,233,Needing Attention
33115,212,6,16261,2,3,3,233,Needing Attention
35811,350,6,13287,2,3,3,233,Needing Attention
38462,298,6,16164,2,3,3,233,Needing Attention
42035,287,6,15528,2,3,3,233,Needing Attention
46059,326,6,17067,2,3,3,233,Needing Attention
48057,257,6,14958,2,3,3,233,Needing Attention
48702,206,6,15953,2,3,3,233,Needing Attention
6661,287,6,15472,2,3,3,233,Needing Attention
9340,269,6,13481,2,3,3,233,Needing Attention
11798,322,6,17421,2,3,3,233,Needing Attention
12389,214,6,14265,2,3,3,233,Needing Attention
12821,212,6,14784,2,3,3,233,Needing Attention
16553,212,6,16431,2,3,3,233,Needing Attention
21024,304,6,14738,2,3,3,233,Needing Attention
22659,235,6,17540,2,3,3,233,Needing Attention
23340,299,6,16288,2,3,3,233,Needing Attention
25023,303,6,16361,2,3,3,233,Needing Attention
25043,317,6,13282,2,3,3,233,Needing Attention
30550,275,6,17243,2,3,3,233,Needing Attention
31525,269,6,17119,2,3,3,233,Needing Attention
31714,246,6,15694,2,3,3,233,Needing Attention
40886,307,6,16709,2,3,3,233,Needing Attention
41244,326,6,15376,2,3,3,233,Needing Attention
41718,212,6,13475,2,3,3,233,Needing Attention
2905,309,6,16157,2,3,3,233,Needing Attention
3036,341,6,15896,2,3,3,233,Needing Attention
8517,248,6,17399,2,3,3,233,Needing Attention
8673,266,6,13454,2,3,3,233,Needing Attention
10505,233,6,14528,2,3,3,233,Needing Attention
10803,324,6,13510,2,3,3,233,Needing Attention
11341,215,6,15808,2,3,3,233,Needing Attention
14686,274,6,14936,2,3,3,233,Needing Attention
14698,294,6,13110,2,3,3,233,Needing Attention
19907,229,6,13576,2,3,3,233,Needing Attention
20449,277,6,16715,2,3,3,233,Needing Attention
25160,351,6,13660,2,3,3,233,Needing Attention
26432,237,6,13876,2,3,3,233,Needing Attention
26612,300,6,17182,2,3,3,233,Needing Attention
27226,304,6,16689,2,3,3,233,Needing Attention
39532,205,6,14614,2,3,3,233,Needing Attention
40698,267,6,17850,2,3,3,233,Needing Attention
43588,262,6,14983,2,3,3,233,Needing Attention
47299,187,6,14205,2,3,3,233,Needing Attention
49739,292,6,15296,2,3,3,233,Needing Attention
49910,190,6,13664,2,3,3,233,Needing Attention
776,318,6,14734,2,3,3,233,Needing Attention
6312,220,6,13215,2,3,3,233,Needing Attention
10028,333,6,13202,2,3,3,233,Needing Attention
13059,317,6,16184,2,3,3,233,Needing Attention
13846,242,6,14630,2,3,3,233,Needing Attention
14856,269,6,14446,2,3,3,233,Needing Attention
16490,336,6,15010,2,3,3,233,Needing Attention
17075,254,6,17440,2,3,3,233,Needing Attention
18823,189,6,14376,2,3,3,233,Needing Attention
19093,246,6,17172,2,3,3,233,Needing Attention
26756,221,6,16841,2,3,3,233,Needing Attention
27390,280,6,13848,2,3,3,233,Needing Attention
28163,293,6,14178,2,3,3,233,Needing Attention
28338,293,6,17349,2,3,3,233,Needing Attention
31406,339,6,17367,2,3,3,233,Needing Attention
32478,236,6,15439,2,3,3,233,Needing Attention
38091,325,6,16836,2,3,3,233,Needing Attention
38924,350,6,15651,2,3,3,233,Needing Attention
39607,367,6,13466,2,3,3,233,Needing Attention
39986,199,6,15857,2,3,3,233,Needing Attention
40117,212,6,17217,2,3,3,233,Needing Attention
44025,191,6,15970,2,3,3,233,Needing Attention
49014,308,6,17004,2,3,3,233,Needing Attention
199,308,6,14136,2,3,3,233,Needing Attention
1753,317,6,16430,2,3,3,233,Needing Attention
2670,223,6,14018,2,3,3,233,Needing Attention
9634,264,6,17136,2,3,3,233,Needing Attention
12372,312,6,15383,2,3,3,233,Needing Attention
13210,302,6,15225,2,3,3,233,Needing Attention
18134,195,6,16131,2,3,3,233,Needing Attention
18619,204,6,15571,2,3,3,233,Needing Attention
21102,290,6,16129,2,3,3,233,Needing Attention
26740,266,6,14364,2,3,3,233,Needing Attention
31378,366,6,16567,2,3,3,233,Needing Attention
36634,276,6,17484,2,3,3,233,Needing Attention
38189,204,6,17474,2,3,3,233,Needing Attention
38658,300,6,16621,2,3,3,233,Needing Attention
39968,272,6,16482,2,3,3,233,Needing Attention
41833,208,6,17884,2,3,3,233,Needing Attention
11546,253,6,13807,2,3,3,233,Needing Attention
14336,187,6,16794,2,3,3,233,Needing Attention
14830,202,6,13254,2,3,3,233,Needing Attention
17812,187,6,16378,2,3,3,233,Needing Attention
18035,331,6,14720,2,3,3,233,Needing Attention
26735,285,6,17157,2,3,3,233,Needing Attention
31166,232,6,14257,2,3,3,233,Needing Attention
34679,245,6,13737,2,3,3,233,Needing Attention
35434,333,6,17774,2,3,3,233,Needing Attention
41109,281,6,13053,2,3,3,233,Needing Attention
42273,231,6,13174,2,3,3,233,Needing Attention
45535,269,6,15012,2,3,3,233,Needing Attention
45591,283,6,16715,2,3,3,233,Needing Attention
999,270,6,13208,2,3,3,233,Needing Attention
4143,231,6,14951,2,3,3,233,Needing Attention
4493,224,6,13819,2,3,3,233,Needing Attention
4809,244,6,14503,2,3,3,233,Needing Attention
5415,245,6,16478,2,3,3,233,Needing Attention
5491,275,6,15596,2,3,3,233,Needing Attention
10769,214,6,14369,2,3,3,233,Needing Attention
10897,249,6,15091,2,3,3,233,Needing Attention
12624,245,6,17722,2,3,3,233,Needing Attention
19163,218,6,15677,2,3,3,233,Needing Attention
19198,235,6,14322,2,3,3,233,Needing Attention
20715,325,6,16193,2,3,3,233,Needing Attention
22939,286,6,15864,2,3,3,233,Needing Attention
23518,235,6,17588,2,3,3,233,Needing Attention
24692,197,6,17138,2,3,3,233,Needing Attention
24925,201,6,17891,2,3,3,233,Needing Attention
26635,208,6,16320,2,3,3,233,Needing Attention
27129,315,6,14357,2,3,3,233,Needing Attention
28823,232,6,15633,2,3,3,233,Needing Attention
29877,205,6,17743,2,3,3,233,Needing Attention
33465,353,6,15416,2,3,3,233,Needing Attention
33970,298,6,13062,2,3,3,233,Needing Attention
34395,290,6,16565,2,3,3,233,Needing Attention
36219,254,6,13428,2,3,3,233,Needing Attention
38861,349,6,14641,2,3,3,233,Needing Attention
42790,318,6,13824,2,3,3,233,Needing Attention
45298,316,6,15296,2,3,3,233,Needing Attention
46394,227,6,13027,2,3,3,233,Needing Attention
46517,253,6,16933,2,3,3,233,Needing Attention
968,200,6,17402,2,3,3,233,Needing Attention
1311,343,6,15375,2,3,3,233,Needing Attention
2392,199,6,16190,2,3,3,233,Needing Attention
8776,191,6,13504,2,3,3,233,Needing Attention
9388,202,6,13930,2,3,3,233,Needing Attention
9756,212,6,13179,2,3,3,233,Needing Attention
16243,312,6,17525,2,3,3,233,Needing Attention
19556,188,6,17544,2,3,3,233,Needing Attention
20112,302,6,16239,2,3,3,233,Needing Attention
20980,274,6,15473,2,3,3,233,Needing Attention
23972,273,6,16648,2,3,3,233,Needing Attention
27540,355,6,13603,2,3,3,233,Needing Attention
34600,211,6,14551,2,3,3,233,Needing Attention
36258,234,6,15814,2,3,3,233,Needing Attention
39244,370,6,16282,2,3,3,233,Needing Attention
40182,302,6,15835,2,3,3,233,Needing Attention
41016,196,6,14652,2,3,3,233,Needing Attention
44001,347,6,15662,2,3,3,233,Needing Attention
44447,215,6,14210,2,3,3,233,Needing Attention
44490,215,6,14599,2,3,3,233,Needing Attention
45479,297,6,13310,2,3,3,233,Needing Attention
47520,261,6,16610,2,3,3,233,Needing Attention
2748,190,6,17516,2,3,3,233,Needing Attention
3550,231,6,13544,2,3,3,233,Needing Attention
7381,308,6,14434,2,3,3,233,Needing Attention
10239,245,6,17867,2,3,3,233,Needing Attention
16781,235,6,16692,2,3,3,233,Needing Attention
18365,243,6,16018,2,3,3,233,Needing Attention
18529,336,6,15506,2,3,3,233,Needing Attention
20015,349,6,15776,2,3,3,233,Needing Attention
22933,274,6,14867,2,3,3,233,Needing Attention
30872,352,6,14142,2,3,3,233,Needing Attention
31208,195,6,15011,2,3,3,233,Needing Attention
32028,333,6,17802,2,3,3,233,Needing Attention
34325,245,6,14530,2,3,3,233,Needing Attention
36264,280,6,13993,2,3,3,233,Needing Attention
36834,279,6,13127,2,3,3,233,Needing Attention
40567,190,6,17497,2,3,3,233,Needing Attention
41946,360,6,13709,2,3,3,233,Needing Attention
44795,340,6,17175,2,3,3,233,Needing Attention
289,264,6,14827,2,3,3,233,Needing Attention
1663,195,6,14956,2,3,3,233,Needing Attention
8209,244,6,16046,2,3,3,233,Needing Attention
14769,290,6,14406,2,3,3,233,Needing Attention
15400,305,6,15579,2,3,3,233,Needing Attention
17528,188,6,13484,2,3,3,233,Needing Attention
17731,281,6,15829,2,3,3,233,Needing Attention
19284,356,6,13636,2,3,3,233,Needing Attention
23173,238,6,16763,2,3,3,233,Needing Attention
26127,264,6,15360,2,3,3,233,Needing Attention
26588,241,6,15546,2,3,3,233,Needing Attention
34991,243,6,17508,2,3,3,233,Needing Attention
37109,205,6,15846,2,3,3,233,Needing Attention
40870,341,6,14715,2,3,3,233,Needing Attention
42347,312,6,16832,2,3,3,233,Needing Attention
42525,320,6,16468,2,3,3,233,Needing Attention
48467,233,6,14924,2,3,3,233,Needing Attention
49430,265,6,14175,2,3,3,233,Needing Attention
1462,255,6,13712,2,3,3,233,Needing Attention
2957,358,6,13777,2,3,3,233,Needing Attention
3872,249,6,14705,2,3,3,233,Needing Attention
3881,214,6,16925,2,3,3,233,Needing Attention
7140,333,6,16309,2,3,3,233,Needing Attention
9968,363,6,15836,2,3,3,233,Needing Attention
20492,203,6,13560,2,3,3,233,Needing Attention
20833,233,6,17589,2,3,3,233,Needing Attention
21270,231,6,13441,2,3,3,233,Needing Attention
21291,256,6,14148,2,3,3,233,Needing Attention
21343,326,6,13317,2,3,3,233,Needing Attention
24594,229,6,15299,2,3,3,233,Needing Attention
24783,268,6,17576,2,3,3,233,Needing Attention
25562,350,6,14578,2,3,3,233,Needing Attention
25699,325,6,16769,2,3,3,233,Needing Attention
27333,369,6,13296,2,3,3,233,Needing Attention
29692,198,6,13390,2,3,3,233,Needing Attention
33420,294,6,15316,2,3,3,233,Needing Attention
34137,349,6,16560,2,3,3,233,Needing Attention
35774,238,6,16976,2,3,3,233,Needing Attention
46624,290,6,14166,2,3,3,233,Needing Attention
1529,266,6,14976,2,3,3,233,Needing Attention
1590,294,6,15103,2,3,3,233,Needing Attention
11609,289,6,16519,2,3,3,233,Needing Attention
12050,304,6,13040,2,3,3,233,Needing Attention
15858,342,6,14422,2,3,3,233,Needing Attention
17051,332,6,17030,2,3,3,233,Needing Attention
18479,189,6,17735,2,3,3,233,Needing Attention
22212,217,6,14663,2,3,3,233,Needing Attention
22459,369,6,17756,2,3,3,233,Needing Attention
28222,265,6,16678,2,3,3,233,Needing Attention
41423,231,6,14876,2,3,3,233,Needing Attention
41586,346,6,14843,2,3,3,233,Needing Attention
43332,298,6,14327,2,3,3,233,Needing Attention
44715,347,6,15107,2,3,3,233,Needing Attention
46675,219,6,17609,2,3,3,233,Needing Attention
47228,285,6,16755,2,3,3,233,Needing Attention
40,277,6,16453,2,3,3,233,Needing Attention
3617,287,6,13509,2,3,3,233,Needing Attention
7209,324,6,17563,2,3,3,233,Needing Attention
8045,267,6,13517,2,3,3,233,Needing Attention
12904,296,6,16595,2,3,3,233,Needing Attention
14433,320,6,14764,2,3,3,233,Needing Attention
17420,244,6,15808,2,3,3,233,Needing Attention
24808,264,6,17166,2,3,3,233,Needing Attention
27592,205,6,16845,2,3,3,233,Needing Attention
28557,255,6,17305,2,3,3,233,Needing Attention
32652,234,6,16118,2,3,3,233,Needing Attention
38112,221,6,16759,2,3,3,233,Needing Attention
42417,255,6,16896,2,3,3,233,Needing Attention
47679,306,6,16390,2,3,3,233,Needing Attention
2373,304,6,13433,2,3,3,233,Needing Attention
7297,354,6,14968,2,3,3,233,Needing Attention
7422,305,6,14192,2,3,3,233,Needing Attention
7429,263,6,15311,2,3,3,233,Needing Attention
8458,259,6,13357,2,3,3,233,Needing Attention
18758,297,6,14936,2,3,3,233,Needing Attention
21932,217,6,14476,2,3,3,233,Needing Attention
23673,226,6,17672,2,3,3,233,Needing Attention
25491,267,6,14062,2,3,3,233,Needing Attention
26540,262,6,14395,2,3,3,233,Needing Attention
27425,229,6,15795,2,3,3,233,Needing Attention
32229,369,6,17334,2,3,3,233,Needing Attention
33064,198,6,15024,2,3,3,233,Needing Attention
35611,276,6,15728,2,3,3,233,Needing Attention
48681,208,6,14933,2,3,3,233,Needing Attention
2263,189,6,14768,2,3,3,233,Needing Attention
2504,285,6,15154,2,3,3,233,Needing Attention
2884,258,6,14164,2,3,3,233,Needing Attention
3568,361,6,15511,2,3,3,233,Needing Attention
8276,229,6,13037,2,3,3,233,Needing Attention
9646,250,6,14677,2,3,3,233,Needing Attention
10609,324,6,16479,2,3,3,233,Needing Attention
15367,247,6,15160,2,3,3,233,Needing Attention
19872,198,6,17601,2,3,3,233,Needing Attention
21455,238,6,15189,2,3,3,233,Needing Attention
23124,194,6,14851,2,3,3,233,Needing Attention
24093,281,6,13235,2,3,3,233,Needing Attention
29716,356,6,14807,2,3,3,233,Needing Attention
30527,213,6,14845,2,3,3,233,Needing Attention
35475,245,6,16328,2,3,3,233,Needing Attention
41957,250,6,15820,2,3,3,233,Needing Attention
42262,203,6,16547,2,3,3,233,Needing Attention
42350,305,6,15438,2,3,3,233,Needing Attention
43076,341,6,15838,2,3,3,233,Needing Attention
47560,200,6,13625,2,3,3,233,Needing Attention
49119,308,6,14199,2,3,3,233,Needing Attention
135,252,6,13476,2,3,3,233,Needing Attention
231,277,6,15841,2,3,3,233,Needing Attention
881,220,6,17891,2,3,3,233,Needing Attention
3425,252,6,15116,2,3,3,233,Needing Attention
3671,369,6,16576,2,3,3,233,Needing Attention
4618,338,6,16497,2,3,3,233,Needing Attention
8783,221,6,17056,2,3,3,233,Needing Attention
9106,267,6,15406,2,3,3,233,Needing Attention
9767,332,6,15645,2,3,3,233,Needing Attention
26248,270,6,16537,2,3,3,233,Needing Attention
40203,336,6,14628,2,3,3,233,Needing Attention
41484,278,6,14340,2,3,3,233,Needing Attention
42094,201,6,13599,2,3,3,233,Needing Attention
46771,266,6,16526,2,3,3,233,Needing Attention
47740,278,6,16070,2,3,3,233,Needing Attention
48195,335,6,14081,2,3,3,233,Needing Attention
48608,253,6,16514,2,3,3,233,Needing Attention
385,247,6,16038,2,3,3,233,Needing Attention
1207,276,6,14266,2,3,3,233,Needing Attention
2205,307,6,14595,2,3,3,233,Needing Attention
5401,189,6,14478,2,3,3,233,Needing Attention
6070,266,6,13960,2,3,3,233,Needing Attention
6461,299,6,17605,2,3,3,233,Needing Attention
7673,278,6,13977,2,3,3,233,Needing Attention
16887,341,6,15553,2,3,3,233,Needing Attention
19227,371,6,16019,2,3,3,233,Needing Attention
26201,271,6,14331,2,3,3,233,Needing Attention
27859,257,6,16916,2,3,3,233,Needing Attention
28710,194,6,13944,2,3,3,233,Needing Attention
29012,214,6,16226,2,3,3,233,Needing Attention
30677,274,6,16110,2,3,3,233,Needing Attention
39525,199,6,16045,2,3,3,233,Needing Attention
41947,349,6,15855,2,3,3,233,Needing Attention
42533,229,6,15003,2,3,3,233,Needing Attention
4486,357,6,14361,2,3,3,233,Needing Attention
5068,336,6,16104,2,3,3,233,Needing Attention
7555,311,6,15054,2,3,3,233,Needing Attention
7590,198,6,17562,2,3,3,233,Needing Attention
8237,212,6,17095,2,3,3,233,Needing Attention
16694,309,6,16297,2,3,3,233,Needing Attention
18860,256,6,16235,2,3,3,233,Needing Attention
18905,246,6,15469,2,3,3,233,Needing Attention
19436,320,6,13728,2,3,3,233,Needing Attention
20907,276,6,17764,2,3,3,233,Needing Attention
23054,196,6,14800,2,3,3,233,Needing Attention
24494,219,6,15163,2,3,3,233,Needing Attention
27937,262,6,14286,2,3,3,233,Needing Attention
28968,251,6,17288,2,3,3,233,Needing Attention
35263,240,6,16662,2,3,3,233,Needing Attention
36593,327,6,17012,2,3,3,233,Needing Attention
42489,236,6,15628,2,3,3,233,Needing Attention
43447,267,6,17426,2,3,3,233,Needing Attention
45003,260,6,15044,2,3,3,233,Needing Attention
47945,206,6,15696,2,3,3,233,Needing Attention
2719,326,6,14099,2,3,3,233,Needing Attention
8678,234,6,16397,2,3,3,233,Needing Attention
13643,248,6,14306,2,3,3,233,Needing Attention
21579,225,6,15901,2,3,3,233,Needing Attention
23180,239,6,14563,2,3,3,233,Needing Attention
26195,199,6,17877,2,3,3,233,Needing Attention
26909,256,6,13699,2,3,3,233,Needing Attention
31095,191,6,15934,2,3,3,233,Needing Attention
31146,315,6,15220,2,3,3,233,Needing Attention
38905,258,6,15838,2,3,3,233,Needing Attention
42151,287,6,16234,2,3,3,233,Needing Attention
42753,199,6,16387,2,3,3,233,Needing Attention
49680,297,6,17518,2,3,3,233,Needing Attention
9958,320,6,15111,2,3,3,233,Needing Attention
14973,253,6,14299,2,3,3,233,Needing Attention
16753,325,6,13606,2,3,3,233,Needing Attention
20388,204,6,15357,2,3,3,233,Needing Attention
24222,334,6,12990,2,3,3,233,Needing Attention
27441,230,6,15500,2,3,3,233,Needing Attention
30578,201,6,17276,2,3,3,233,Needing Attention
30845,273,6,17678,2,3,3,233,Needing Attention
31404,212,6,17807,2,3,3,233,Needing Attention
34557,299,6,15251,2,3,3,233,Needing Attention
36624,349,6,15965,2,3,3,233,Needing Attention
38236,235,6,14138,2,3,3,233,Needing Attention
39464,290,6,13846,2,3,3,233,Needing Attention
39566,201,6,14020,2,3,3,233,Needing Attention
40354,207,6,13703,2,3,3,233,Needing Attention
43684,267,6,14576,2,3,3,233,Needing Attention
44955,325,6,16698,2,3,3,233,Needing Attention
47592,337,6,15958,2,3,3,233,Needing Attention
149,202,6,17913,2,3,3,233,Needing Attention
1295,235,6,14204,2,3,3,233,Needing Attention
3454,369,6,16392,2,3,3,233,Needing Attention
3874,261,6,13294,2,3,3,233,Needing Attention
5059,343,6,14590,2,3,3,233,Needing Attention
7469,281,6,14929,2,3,3,233,Needing Attention
11066,205,6,17620,2,3,3,233,Needing Attention
12709,295,6,15012,2,3,3,233,Needing Attention
20437,267,6,15019,2,3,3,233,Needing Attention
24184,212,6,17500,2,3,3,233,Needing Attention
26173,196,6,15229,2,3,3,233,Needing Attention
32550,248,6,13278,2,3,3,233,Needing Attention
34483,266,6,13413,2,3,3,233,Needing Attention
34516,336,6,14074,2,3,3,233,Needing Attention
35194,368,6,14528,2,3,3,233,Needing Attention
35926,347,6,14937,2,3,3,233,Needing Attention
36649,322,6,17083,2,3,3,233,Needing Attention
42004,327,6,13830,2,3,3,233,Needing Attention
44980,197,6,16091,2,3,3,233,Needing Attention
47589,201,6,15703,2,3,3,233,Needing Attention
48308,298,6,13000,2,3,3,233,Needing Attention
48978,245,6,15899,2,3,3,233,Needing Attention
49846,199,6,16803,2,3,3,233,Needing Attention
4345,211,6,13889,2,3,3,233,Needing Attention
14799,368,6,14039,2,3,3,233,Needing Attention
20171,213,6,15713,2,3,3,233,Needing Attention
22130,232,6,16634,2,3,3,233,Needing Attention
24745,330,6,17475,2,3,3,233,Needing Attention
28677,349,6,16814,2,3,3,233,Needing Attention
31325,195,6,16375,2,3,3,233,Needing Attention
37117,337,6,17035,2,3,3,233,Needing Attention
40166,250,6,15205,2,3,3,233,Needing Attention
40741,358,6,15345,2,3,3,233,Needing Attention
42534,204,6,17570,2,3,3,233,Needing Attention
45910,291,6,16937,2,3,3,233,Needing Attention
47733,307,6,15905,2,3,3,233,Needing Attention
8032,366,6,16724,2,3,3,233,Needing Attention
9008,318,6,16592,2,3,3,233,Needing Attention
16544,331,6,17687,2,3,3,233,Needing Attention
33499,215,6,17200,2,3,3,233,Needing Attention
35076,208,6,13704,2,3,3,233,Needing Attention
39929,199,6,15483,2,3,3,233,Needing Attention
40328,279,6,13885,2,3,3,233,Needing Attention
42394,348,6,14867,2,3,3,233,Needing Attention
42672,198,6,17075,2,3,3,233,Needing Attention
43000,224,6,14214,2,3,3,233,Needing Attention
44693,202,6,16649,2,3,3,233,Needing Attention
46174,211,6,16557,2,3,3,233,Needing Attention
4830,243,6,17832,2,3,3,233,Needing Attention
5262,242,6,15597,2,3,3,233,Needing Attention
7877,231,6,17322,2,3,3,233,Needing Attention
8100,188,6,17030,2,3,3,233,Needing Attention
9092,345,6,17000,2,3,3,233,Needing Attention
10949,267,6,16073,2,3,3,233,Needing Attention
12054,212,6,16178,2,3,3,233,Needing Attention
12871,323,6,16361,2,3,3,233,Needing Attention
14214,231,6,13918,2,3,3,233,Needing Attention
18013,206,6,14829,2,3,3,233,Needing Attention
18181,337,6,15548,2,3,3,233,Needing Attention
20092,214,6,17396,2,3,3,233,Needing Attention
26006,189,6,17029,2,3,3,233,Needing Attention
27323,217,6,14771,2,3,3,233,Needing Attention
28172,208,6,14039,2,3,3,233,Needing Attention
28307,190,6,14303,2,3,3,233,Needing Attention
36597,234,6,15137,2,3,3,233,Needing Attention
39183,250,6,14917,2,3,3,233,Needing Attention
39841,324,6,15405,2,3,3,233,Needing Attention
43476,265,6,13399,2,3,3,233,Needing Attention
44694,300,6,15998,2,3,3,233,Needing Attention
45771,217,6,14184,2,3,3,233,Needing Attention
47116,241,6,14150,2,3,3,233,Needing Attention
49464,202,6,17572,2,3,3,233,Needing Attention
3220,214,6,16634,2,3,3,233,Needing Attention
10219,190,6,14731,2,3,3,233,Needing Attention
10908,202,6,16551,2,3,3,233,Needing Attention
11540,227,6,17403,2,3,3,233,Needing Attention
15402,202,6,15272,2,3,3,233,Needing Attention
15533,357,6,14533,2,3,3,233,Needing Attention
17855,293,6,17196,2,3,3,233,Needing Attention
18256,281,6,16526,2,3,3,233,Needing Attention
22619,246,6,16010,2,3,3,233,Needing Attention
32976,237,6,16148,2,3,3,233,Needing Attention
33467,278,6,13889,2,3,3,233,Needing Attention
36653,235,6,14079,2,3,3,233,Needing Attention
39014,328,6,17201,2,3,3,233,Needing Attention
39845,369,6,14522,2,3,3,233,Needing Attention
40746,289,6,14792,2,3,3,233,Needing Attention
41247,220,6,15999,2,3,3,233,Needing Attention
41269,208,6,15968,2,3,3,233,Needing Attention
42081,278,6,14654,2,3,3,233,Needing Attention
1426,187,6,13145,2,3,3,233,Needing Attention
3243,291,6,16302,2,3,3,233,Needing Attention
5456,361,6,16386,2,3,3,233,Needing Attention
10176,237,6,13752,2,3,3,233,Needing Attention
10531,210,6,16561,2,3,3,233,Needing Attention
11647,221,6,14720,2,3,3,233,Needing Attention
15863,310,6,17686,2,3,3,233,Needing Attention
16550,251,6,14596,2,3,3,233,Needing Attention
16830,283,6,16325,2,3,3,233,Needing Attention
17514,225,6,17394,2,3,3,233,Needing Attention
18117,299,6,12999,2,3,3,233,Needing Attention
21758,248,6,17838,2,3,3,233,Needing Attention
22872,331,6,17803,2,3,3,233,Needing Attention
28433,291,6,16865,2,3,3,233,Needing Attention
34279,247,6,17476,2,3,3,233,Needing Attention
35642,213,6,14463,2,3,3,233,Needing Attention
39105,204,6,16074,2,3,3,233,Needing Attention
39491,197,6,14587,2,3,3,233,Needing Attention
41927,332,6,15012,2,3,3,233,Needing Attention
4508,255,6,16166,2,3,3,233,Needing Attention
12444,316,6,17176,2,3,3,233,Needing Attention
16528,265,6,14701,2,3,3,233,Needing Attention
17251,243,6,16617,2,3,3,233,Needing Attention
21002,261,6,16870,2,3,3,233,Needing Attention
24048,249,6,13336,2,3,3,233,Needing Attention
24571,307,6,15880,2,3,3,233,Needing Attention
25212,264,6,14861,2,3,3,233,Needing Attention
26178,189,6,15406,2,3,3,233,Needing Attention
28456,369,6,16840,2,3,3,233,Needing Attention
31317,212,6,14954,2,3,3,233,Needing Attention
36954,261,6,14703,2,3,3,233,Needing Attention
38750,284,6,17864,2,3,3,233,Needing Attention
38844,344,6,14604,2,3,3,233,Needing Attention
47461,261,6,16433,2,3,3,233,Needing Attention
48296,278,6,15669,2,3,3,233,Needing Attention
48989,222,6,15157,2,3,3,233,Needing Attention
2121,238,6,17862,2,3,3,233,Needing Attention
9338,289,6,17515,2,3,3,233,Needing Attention
11858,262,6,17193,2,3,3,233,Needing Attention
13164,232,6,15608,2,3,3,233,Needing Attention
13863,219,6,16347,2,3,3,233,Needing Attention
14437,284,6,15004,2,3,3,233,Needing Attention
17341,330,6,16891,2,3,3,233,Needing Attention
25140,200,6,14229,2,3,3,233,Needing Attention
26670,361,6,16922,2,3,3,233,Needing Attention
26970,306,6,16479,2,3,3,233,Needing Attention
27057,191,6,13045,2,3,3,233,Needing Attention
28918,214,6,16004,2,3,3,233,Needing Attention
37250,233,6,16586,2,3,3,233,Needing Attention
40676,353,6,16526,2,3,3,233,Needing Attention
44222,289,6,16316,2,3,3,233,Needing Attention
45998,345,6,15526,2,3,3,233,Needing Attention
7698,239,6,16238,2,3,3,233,Needing Attention
10092,188,6,14803,2,3,3,233,Needing Attention
12292,227,6,15464,2,3,3,233,Needing Attention
12640,215,6,16525,2,3,3,233,Needing Attention
13298,189,6,13556,2,3,3,233,Needing Attention
13766,239,6,16371,2,3,3,233,Needing Attention
